SEQPLT18,YEAR,PSTATABB,PNAME,ORISPL,OPRNAME,OPRCODE,UTLSRVNM,UTLSRVID,SECTOR,BANAME,BACODE,NERC,SUBRGN,SRNAME,ISORTO,FIPSST,FIPSCNTY,CNTYNAME,LAT,LON
770,2018,CA,Coolwater,329,Southern California Edison Co,17609,"GenOn California South, LP",15908,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,071,San Bernardino,34.8606,-116.8539
771,2018,CA,Copco 1,294,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,06,093,Siskiyou,41.978914,-122.335317
772,2018,CA,Copco 2,295,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,06,093,Siskiyou,41.975716,-122.358127
773,2018,CA,Coram Energy LLC,54299,Southern California Edison Co,17609,Brookfield Energy Marketing LP,11556,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.075,-118.3417
774,2018,CA,Coram Energy LLC (ECT),54298,San Diego Gas & Electric Co,16609,Brookfield Energy Marketing LP,11556,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.0583,-118.3417
775,2018,CA,Coram Tehachapi,54750,Southern California Edison Co,17609,Coram Tehachapi LP,55928,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.0663,-118.339444
776,2018,CA,Corcoran,60450,Pacific Gas & Electric Co,14328,"WGL Energy Systems, Inc",57081,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,031,Kings,36.102307,-119.566516
777,2018,CA,Corcoran Solar,58374,Pacific Gas & Electric Co,14328,Consolidated Edison Development Inc.,56769,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,031,Kings,36.138333,-119.573333
778,2018,CA,Corcoran Solar 2,59413,Pacific Gas & Electric Co,14328,Consolidated Edison Development Inc.,56769,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,031,Kings,36.141944,-119.581667
779,2018,CA,Corcoran Solar 3,59900,Pacific Gas & Electric Co,14328,Consolidated Edison Development Inc.,56769,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,031,Kings,36.15042,-119.58542
780,2018,CA,"CoreSite Real Estate 1656 McCarthy, L.P.",61475,Pacific Gas & Electric Co.,14328,"CoreSite Real Estate 1656 McCarthy, L.P.",61089,Commercial Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,085,Santa Clara,37.405727,-121.916248
781,2018,CA,"CoreSite Real Estate 2901 Coronado, L.P.",61476,Pacific Gas & Electric Co.,14328,"CoreSite Real Estate 2901 Coronado, L.P.",61086,Commercial Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,085,Santa Clara,37.375089,-121.971728
782,2018,CA,"CoreSite Real Estate 2972 Stender, L.P.",61464,Pacific Gas & Electric Co.,14328,"CoreSite Real Estate 2972 Stender, L.P.",61078,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,085,Santa Clara,37.376248,-121.970706
783,2018,CA,"CoreSite Real Estate 3032 Coronado, L.P.",61482,Pacific Gas & Electric Co.,14328,"CoreSite Real Estate 3032 Coronado, L.P.",61087,Commercial Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,085,Santa Clara,37.376181,-121.973097
784,2018,CA,CoreSite Real Estate 55 S. Market Street,61474,Pacific Gas & Electric Co.,14328,"CoreSite Real Estate 55 S. Market Street, LLC",61088,Commercial Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,085,Santa Clara,37.334151,-121.891622
785,2018,CA,Corona,480,Southern California Edison Co,17609,Metropolitan Water District of S CA,12397,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,065,Riverside,33.85895,-117.6106
786,2018,CA,"Corona Energy Partners, Ltd",10635,Southern California Edison Co,17609,WCAC Operating Company,60662,IPP CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,065,Riverside,33.8827,-117.5565
787,2018,CA,Coronal Lost Hills,59638,Pacific Gas & Electric Co,14328,"Coronal Lost Hills, LLC",59393,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.726667,-119.905833
788,2018,CA,Coronus Adelanto West 1,59536,Southern California Edison Co,17609,CF SBC Master Tenant One LLC,59275,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,071,San Bernardino,34.548056,-117.464444
789,2018,CA,Coronus Adelanto West 2,59537,Southern California Edison Co,17609,CF SBC Master Tenant One LLC,59275,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,071,San Bernardino,34.548056,-117.464444
790,2018,CA,Coso Energy Developers,10875,Southern California Edison Co,17609,Coso Operating Co LLC,4397,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,027,Inyo,36.0019,-117.7886
791,2018,CA,Coso Finance Partners,10873,Southern California Edison Co,17609,Coso Operating Co LLC,4397,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,027,Inyo,36.0372,-117.7981
792,2018,CA,Coso Power Developers,10874,Southern California Edison Co,17609,Coso Operating Co LLC,4397,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,027,Inyo,36.0192,-117.7917
793,2018,CA,Cosumnes Power Plant,55970,Sacramento Municipal Util Dist,16534,Sacramento Municipal Util Dist,16534,Electric Utility,Balancing Authority of Northern California,BANC,WECC,CAMX,WECC California,,06,067,Sacramento,38.338475,-121.123978
794,2018,CA,Cottonwood,394,Los Angeles Department of Water & Power,11208,Los Angeles Department of Water & Power,11208,Electric Utility,Los Angeles Department of Water and Power,LDWP,WECC,CAMX,WECC California,,06,027,Inyo,36.443421,-118.04389
795,2018,CA,"Cottonwood Solar, LLC (City of Corcoran)",59087,Pacific Gas & Electric Co,14328,Dominion Renewable Energy,58468,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,031,Kings,36.134444,-119.554444
796,2018,CA,"Cottonwood Solar, LLC (Goose Lake)",59086,Pacific Gas & Electric Co,14328,Dominion Renewable Energy,58468,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.593611,-119.58
797,2018,CA,"Cottonwood Solar, LLC Cottonwood Carport",59703,Pacific Gas & Electric Co,14328,Dominion Renewable Energy,58468,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,041,Marin,38.129759,-122.568158
798,2018,CA,County of San Diego SBRC,62242,San Diego Gas & Electric Co,16609,"Solar Star California LXIII, LLC",61766,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,073,San Diego,32.63266,-117.07775
799,2018,CA,Covanta Delano Energy,10840,Southern California Edison Co,17609,Covanta Delano Inc,56099,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.7144,-119.2337
800,2018,CA,Covanta Mendota,10837,Pacific Gas & Electric Co,14328,Covanta Mendota LP,55989,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,019,Fresno,36.755896,-120.365422
801,2018,CA,Covanta Stanislaus Energy,50632,Pacific Gas & Electric Co,14328,Covanta Stanislaus Inc,4498,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,099,Stanislaus,37.3853,-121.141
802,2018,CA,Cove Hydroelectric,10707,Pacific Gas & Electric Co,14328,Snow Mountain Hydro LLC,17725,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,089,Shasta,40.8713,-121.9487
803,2018,CA,Cow Creek,229,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,089,Shasta,40.570817,-122.02093
804,2018,CA,Coyote Creek,483,Southern California Edison Co,17609,Metropolitan Water District of S CA,12397,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,059,Orange,33.92493,-117.95517
805,2018,CA,Crafton Hills College Solar Farm,58170,Southern California Edison Co,17609,San Bernardino Comm College Dist,58140,Commercial Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,071,San Bernardino,34.043056,-117.098889
806,2018,CA,Crazy Horse Solar Project,61285,Pacific Gas & Electric Co,14328,Salinas Valley Solid Waste Authority,60897,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,053,Monterey,36.803269,-121.618971
807,2018,CA,Creed Energy Center,55625,Pacific Gas & Electric Co,14328,Creed Energy Center LLC,49971,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,095,Solano,38.242158,-121.854722
808,2018,CA,Cresta,231,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,007,Butte,39.825907,-121.409687
809,2018,CA,Crockett Cogen Project,55084,Pacific Gas & Electric Co,14328,Crockett Cogeneration,4464,IPP CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,013,Contra Costa,38.0569,-122.2161
810,2018,CA,Crown Cooling Facility,58527,Imperial Irrigation District,9216,Five Crowns Inc,58501,Industrial Non-CHP,Imperial Irrigation District,IID,WECC,AZNM,WECC Southwest,,06,025,Imperial,32.967222,-115.5325
811,2018,CA,CSD 2 - Heritage High,59130,Pacific Gas & Electric Co,14328,"Ahana Renewables, LLC",59622,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,013,Contra Costa,37.921944,-121.755556
812,2018,CA,CSD 2- Freedom High,59129,Pacific Gas & Electric Co,14328,"Ahana Renewables, LLC",59622,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,013,Contra Costa,37.969722,-121.719444
813,2018,CA,CSU East Bay,57042,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,001,Alameda,37.658889,-122.059444
814,2018,CA,CSU Fresno Solar Project,56813,Pacific Gas & Electric Co,14328,MMA Fresno Power LP,56028,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,019,Fresno,36.809841,-119.741665
815,2018,CA,CSU Long Beach Lots 7 & 14,62028,Southern California Edison Co,17609,"Solar Star California XLVII, LLC",61601,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,037,Los Angeles,33.78104,-118.11357
816,2018,CA,CSU Northridge Plant,58422,Los Angeles Department of Water & Power,11208,"California State University, Northridge",58416,Commercial CHP,Los Angeles Department of Water and Power,LDWP,WECC,CAMX,WECC California,,06,037,Los Angeles,34.243333,-118.530556
817,2018,CA,CSUCI Site Authority,50851,Southern California Edison Co,17609,CSUCI Site Authority,56835,IPP CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,111,Ventura,34.161951,-119.047916
818,2018,CA,CSUF Nutwood Solar,60979,Southern California Edison Co,17609,"Solar Star California XLVIII, LLC",60630,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,059,Orange,33.87912,-117.8887
819,2018,CA,CSUF State College,60978,Southern California Edison Co,17609,"Solar Star California XLVIII, LLC",60630,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,059,Orange,33.87912,-117.8887
820,2018,CA,CSUF Trigeneration,58169,Southern California Edison Co,17609,California State University at Fullerton,58104,Commercial CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,059,Orange,33.880638,-117.88656
821,2018,CA,CTV Power Purchase Contract Trust,54300,Southern California Edison Co,17609,Brookfield Energy Marketing LP,11556,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.0583,-118.3083
822,2018,CA,"Cuyama Solar, LLC",60043,Pacific Gas & Electric Co,14328,"Cuyama Solar, LLC",61112,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,083,Santa Barbara,34.901,-119.596
823,2018,CA,Cuyamaca Peak Energy,55512,San Diego Gas & Electric Co,16609,San Diego Gas & Electric Co,16609,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,073,San Diego,32.796491,-116.972071
824,2018,CA,Cymric 31X Cogen,52081,Pacific Gas & Electric Co,14328,Chevron USA Inc,54713,Industrial CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.3639,-119.6592
825,2018,CA,Cymric 36W Cogen,52104,Pacific Gas & Electric Co,14328,Chevron USA Inc,54713,Industrial CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.3633,-119.6756
826,2018,CA,Cymric 6Z Cogen,52082,Pacific Gas & Electric Co,14328,Chevron USA Inc,54713,Industrial CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.346102,-119.643431
827,2018,CA,De Sabla,232,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,007,Butte,39.869265,-121.631819
828,2018,CA,Deadwood Creek,7507,Pacific Gas & Electric Co,14328,"Hydro Sierra Energy, LLC",61958,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,115,Yuba,39.53,-121.095833
829,2018,CA,Deer Creek PH,233,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,057,Nevada,39.29807,-120.8443
830,2018,CA,Del Ranch Company,10632,Imperial Irrigation District,9216,CalEnergy Operating Corporation,49899,IPP Non-CHP,Imperial Irrigation District,IID,WECC,AZNM,WECC Southwest,,06,025,Imperial,33.1646,-115.616
831,2018,CA,"Delano Energy Center, LLC",58122,Southern California Edison Co,17609,"Wellhead Energy, LLC",20323,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,107,Tulare,35.790864,-119.294469
832,2018,CA,Delano Land 1,61116,Pacific Gas & Electric Co,14328,"Delano Land 1, LLC",60728,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.761217,-119.344408
833,2018,CA,"Delta Energy Center, LLC",55333,Pacific Gas & Electric Co,14328,Delta Energy Center LLC,5030,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,013,Contra Costa,38.0169,-121.8439
834,2018,CA,Depot Park Solar System,58119,Sacramento Municipal Util Dist,16534,Depot Park Solar Farm,62034,IPP Non-CHP,Balancing Authority of Northern California,BANC,WECC,CAMX,WECC California,,06,067,Sacramento,38.515,-121.398333
835,2018,CA,Dept of General Services -FTB,60861,Sacramento Municipal Util Dist,16534,"California PV Energy 2, LLC",60518,IPP Non-CHP,Balancing Authority of Northern California,BANC,WECC,CAMX,WECC California,,06,067,Sacramento,38.565,-121.343
836,2018,CA,Desert Green Solar Farm LLC,57959,San Diego Gas & Electric Co,16609,Invenergy Services LLC,49893,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,073,San Diego,33.27055,-116.34805
837,2018,CA,"Desert Harvest, LLC",62177,Southern California Edison Co,17609,"Desert Harvest, LLC",61709,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,065,Riverside,33.8,-115.38
838,2018,CA,Desert Hot Springs Solar,58514,Southern California Edison Co,17609,Consolidated Edison Solutions Inc,57365,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,065,Riverside,33.923056,-116.53
839,2018,CA,Desert Quartzite,59871,Southern California Edison Co,17609,First Solar Project Development,56615,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,065,Riverside,33.565,-114.753
840,2018,CA,"Desert Sunlight 250, LLC",58542,Southern California Edison Co,17609,"NextEra Energy Desert Sunlight 250, LLC",58290,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,065,Riverside,33.8055,-115.3947
841,2018,CA,"Desert Sunlight 300, LLC",57993,Southern California Edison Co,17609,"NextEra Energy Desert Sunlight 300, LLC",58289,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,065,Riverside,33.823056,-115.393889
842,2018,CA,Desert View Power,10300,Imperial Irrigation District,9216,Desert View Power Inc,3998,IPP Non-CHP,Imperial Irrigation District,IID,WECC,AZNM,WECC Southwest,,06,065,Riverside,33.586,-116.0873
843,2018,CA,DESI-1 Battery Energy Storage Facility,60699,Southern California Edison Co,17609,Southern California Edison Co,17609,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,059,Orange,33.799248,-117.873371
844,2018,CA,DESI-2 Battery Storage Facility,62460,Southern California Edison Co,17609,Southern California Edison Co,17609,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,059,Orange,33.7357,-117.915286
845,2018,CA,Devil Canyon,436,Southern California Edison Co,17609,California Dept. of Water Resources,3255,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,071,San Bernardino,34.2056,-117.3344
